,Opportunity Number,Supplies Subgroup,Supplies Group,Region,Route To Market,Elapsed Days In Sales Stage,Opportunity Result,Sales Stage Change Count,Total Days Identified Through Closing,Total Days Identified Through Qualified,Opportunity Amount USD,Client Size By Revenue,Client Size By Employee Count,Revenue From Client Past Two Years,Competitor Type,Ratio Days Identified To Total Days,Ratio Days Validated To Total Days,Ratio Days Qualified To Total Days,Deal Size Category,Route_enco,Oppt_enco,Cmpt_enco
72008,8439989,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,23,Loss,2,8,8,150000,1,1,0,Unknown,0.0,1.0,0.0,5,0,0,2
72039,8443485,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,18,Won,2,13,13,70000,1,1,4,None,0.0,0.0,1.0,4,2,1,1
72046,8444964,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,25,Won,2,6,6,45138,1,1,3,Unknown,0.0,1.0,0.0,3,2,1,2
72103,8449924,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,10,Won,4,2,2,110000,1,1,3,Unknown,0.0,0.166667,0.833333,5,0,1,2
72127,8452490,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,20,Loss,4,9,9,100000,1,1,0,Unknown,0.148936,0.234043,0.617021,5,0,0,2
72132,8453109,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,23,Loss,2,6,6,110000,1,1,0,Unknown,0.0,1.0,0.0,5,0,0,2
72153,8454068,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,27,Loss,2,3,3,20000,1,1,0,None,0.0,1.0,0.0,2,0,0,1
72175,8455023,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,11,Loss,2,18,18,100000,1,1,3,Unknown,1.0,0.0,0.0,5,0,0,2
72181,8455355,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,21,Loss,6,9,9,20000,1,1,0,Unknown,0.0,0.622222,0.377778,2,2,0,2
72201,8456769,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,21,Won,5,8,8,0,1,1,0,Known,0.0125,0.0,0.9875,1,0,1,0
72215,8457715,Batteries & Accessories,Car Accessories,Mid-Atlantic,Telesales,2,Loss,2,28,28,150000,1,1,0,Unknown,1.0,0.0,0.0,5,4,0,2
72250,8461744,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,26,Loss,3,4,4,200000,1,1,0,Unknown,0.638889,0.361111,0.0,5,0,0,2
72298,8463836,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,19,Won,3,11,11,108000,1,1,4,Unknown,0.0,0.810811,0.189189,5,0,1,2
72315,8465626,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,20,Loss,2,9,9,90000,1,1,0,None,0.0,1.0,0.0,4,2,0,1
72324,8466781,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,25,Loss,3,4,4,500000,1,1,0,Unknown,0.595238,0.404762,0.0,7,0,0,2
72325,8466814,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,28,Loss,2,1,1,250000,1,1,0,Unknown,1.0,0.0,0.0,6,0,0,2
72327,8466826,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,25,Loss,2,4,4,300000,1,1,0,Unknown,1.0,0.0,0.0,6,0,0,2
72330,8466839,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,26,Loss,2,4,4,500000,1,1,0,Unknown,0.0,0.0,1.0,7,0,0,2
72333,8466864,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,25,Loss,2,0,0,200000,1,1,0,Unknown,0.0,0.0,0.0,5,0,0,2
72378,8469274,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,16,Loss,2,13,13,250000,1,1,0,Unknown,0.0,1.0,0.0,6,0,0,2
72383,8469981,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,16,Loss,2,13,13,250000,1,1,0,Unknown,0.0,1.0,0.0,6,0,0,2
72437,8473207,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,8,Won,4,11,11,37000,1,1,0,Unknown,0.0,0.0,1.0,3,0,1,2
72478,8475894,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,18,Loss,2,12,12,300000,1,1,0,Unknown,0.0,1.0,0.0,6,0,0,2
72500,8477537,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,19,Won,5,10,10,30000,1,1,0,Unknown,0.298077,0.009615,0.692308,3,2,1,2
72511,8478279,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,1,Loss,2,28,28,200000,1,1,4,Unknown,0.0,0.0,1.0,5,0,0,2
72655,8488468,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,14,Loss,4,13,13,40000,1,1,0,None,0.7120000000000001,0.28800000000000003,0.0,3,0,0,1
72672,8489797,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,9,Loss,3,19,19,31920,1,1,0,Unknown,0.0,1.0,0.0,3,2,0,2
72686,8491262,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,7,Loss,3,22,22,40000,1,1,0,None,1.0,0.0,0.0,3,2,0,1
72740,8494843,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,19,Loss,2,9,9,90000,1,1,0,Unknown,0.0,0.0,1.0,4,0,0,2
72754,8495402,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,28,Loss,2,1,1,20000,1,1,2,Unknown,1.0,0.0,0.0,2,0,0,2
72791,8497784,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,24,Won,2,4,4,80000,1,1,3,Unknown,0.0,1.0,0.0,4,2,1,2
72820,8500431,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,8,Won,3,10,10,10000,1,1,0,None,0.0,0.0,1.0,2,2,1,1
72959,8510411,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,25,Loss,3,0,0,13499,1,1,2,Unknown,0.0,1.0,0.0,2,2,0,2
73002,8512971,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,7,Loss,4,21,21,30000,1,1,0,None,0.014354,0.985646,0.0,3,2,0,1
73016,8514185,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,25,Won,2,3,3,3500,1,1,1,Unknown,0.0,1.0,0.0,1,2,1,2
73068,8516876,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,21,Loss,2,7,7,110000,1,1,0,Unknown,0.0,0.0,1.0,5,0,0,2
73127,8520704,Batteries & Accessories,Car Accessories,Mid-Atlantic,Telecoverage,7,Loss,3,20,20,50000,1,1,0,Unknown,0.029557,0.970443,0.0,4,3,0,2
73191,8527162,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,17,Loss,2,10,10,350000,1,1,0,Unknown,0.0,1.0,0.0,6,0,0,2
73230,8529679,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,7,Loss,4,20,20,5000,1,1,0,None,0.0,1.0,0.0,1,2,0,1
73255,8531531,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,11,Loss,3,16,16,50000,1,1,0,Unknown,0.012579,0.987421,0.0,4,0,0,2
73311,8535512,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,14,Loss,2,13,13,105000,1,1,0,Unknown,0.0,1.0,0.0,5,0,0,2
73370,8540326,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,18,Loss,2,9,9,140000,1,1,0,Known,0.0,0.0,1.0,5,0,0,0
73462,8547628,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,19,Loss,4,8,7,205000,1,1,0,Unknown,0.0,0.320988,0.592593,5,0,0,2
73481,8549095,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,21,Won,2,6,6,40000,1,1,4,Unknown,0.0,1.0,0.0,3,2,1,2
73543,8553743,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,17,Loss,2,10,10,0,1,1,0,Unknown,1.0,0.0,0.0,1,0,0,2
73601,9356819,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,15,Loss,3,12,12,300000,1,1,4,Unknown,0.24347800000000006,0.0,0.756522,6,0,0,2
73602,9356886,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,18,Loss,2,9,9,300000,1,1,3,Unknown,1.0,0.0,0.0,6,0,0,2
73616,9357635,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,24,Won,3,2,2,31608,1,1,0,Unknown,0.0,0.045455,0.954545,3,2,1,2
73643,9360133,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,21,Loss,3,5,5,151000,1,1,0,Unknown,0.0,1.0,0.0,5,0,0,2
73660,9361210,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,9,Loss,4,17,17,120000,1,1,0,Unknown,0.294798,0.023121,0.682081,5,0,0,2
73664,9361406,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,21,Loss,2,5,5,400000,1,1,0,Known,0.0,1.0,0.0,6,0,0,0
73669,9361715,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,19,Loss,3,8,8,160000,1,1,0,Unknown,0.0,0.8947370000000001,0.105263,5,0,0,2
73680,9363003,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,25,Loss,2,1,1,250000,1,1,0,Unknown,0.0,1.0,0.0,6,0,0,2
73707,9365521,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,20,Won,2,6,6,24820,1,1,2,Unknown,0.0,1.0,0.0,2,2,1,2
73748,9370479,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,14,Loss,3,12,12,15000,1,1,0,Unknown,0.547826,0.452174,0.0,2,2,0,2
73768,9372396,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,19,Won,3,6,6,96770,1,1,0,Unknown,0.0,0.571429,0.428571,4,0,1,2
73883,9384531,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,17,Loss,3,9,9,250000,1,1,0,Unknown,0.141176,0.858824,0.0,6,0,0,2
73961,9392333,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,10,Loss,3,15,15,50000,1,1,0,Unknown,0.0,0.767123,0.232877,4,0,0,2
73962,9392595,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,7,Loss,4,18,18,30000,1,1,0,None,0.005618,0.994382,0.0,3,2,0,1
73970,9394082,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,19,Loss,2,6,6,200000,1,1,0,Unknown,0.0,1.0,0.0,5,0,0,2
73985,9395998,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,9,Loss,2,15,15,22000,1,1,0,Unknown,1.0,0.0,0.0,2,0,0,2
73995,9398097,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,21,Loss,2,4,4,140000,1,1,0,Unknown,1.0,0.0,0.0,5,0,0,2
74010,9399668,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,18,Won,2,6,6,117000,1,1,4,Unknown,0.0,1.0,0.0,5,2,1,2
74018,9400572,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,19,Won,3,5,5,95559,1,1,0,Unknown,0.0,0.259259,0.740741,4,0,1,2
74064,9404570,Batteries & Accessories,Car Accessories,Mid-Atlantic,Other,7,Loss,2,17,17,3000,1,1,0,None,0.0,1.0,0.0,1,1,0,1
74075,9405397,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,18,Loss,2,7,7,150000,1,1,3,Unknown,0.0,1.0,0.0,5,0,0,2
74079,9405804,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,18,Loss,3,7,7,95000,1,1,0,Unknown,0.086957,0.913043,0.0,4,0,0,2
74093,9406496,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,7,Loss,3,18,18,20000,1,1,0,Unknown,0.0,1.0,0.0,2,2,0,2
74094,9406501,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,7,Loss,3,18,18,20000,1,1,0,Unknown,0.0,1.0,0.0,2,2,0,2
74167,9413111,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,7,Loss,6,17,17,10000,1,1,0,None,0.082353,0.917647,0.0,2,2,0,1
74182,9414400,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,19,Loss,2,6,6,110000,1,1,3,Unknown,1.0,0.0,0.0,5,0,0,2
74191,9414827,Batteries & Accessories,Car Accessories,Mid-Atlantic,Telesales,15,Loss,3,9,9,3000,1,1,0,Unknown,0.065217,0.934783,0.0,1,4,0,2
74205,9415476,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,2,Loss,2,22,22,45000,1,1,0,Unknown,0.0,1.0,0.0,3,2,0,2
74274,9420960,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,6,Loss,3,18,18,300000,1,1,0,Unknown,0.022099,0.977901,0.0,6,2,0,2
74292,9422872,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,22,Loss,2,2,2,25000,1,1,0,Unknown,0.0,1.0,0.0,3,0,0,2
74324,9425842,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,22,Loss,2,2,2,100000,1,1,0,Unknown,0.0,1.0,0.0,5,0,0,2
74351,9428190,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,8,Won,3,2,2,40370,1,1,2,Unknown,0.0,1.0,0.0,3,2,1,2
74362,9428840,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,23,Loss,2,0,0,105000,1,1,0,Unknown,0.0,0.0,1.0,5,0,0,2
74364,9429107,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,18,Won,2,6,6,25000,1,1,0,Unknown,0.0,0.0,1.0,3,0,1,2
74379,9430657,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,23,Loss,3,1,1,30000,1,1,0,Unknown,0.4,0.6,0.0,3,0,0,2
74400,9433489,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,20,Loss,3,3,3,190000,1,1,0,Unknown,0.741935,0.0,0.258065,5,0,0,2
74447,9436879,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,22,Loss,2,1,1,110000,1,1,0,Unknown,0.0,1.0,0.0,5,0,0,2
74465,9439584,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,9,Won,4,5,2,22000,1,1,4,Unknown,0.0,0.0,0.319149,2,0,1,2
74466,9439727,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,14,Loss,3,9,9,50000,1,1,0,Unknown,0.6404489999999999,0.359551,0.0,4,0,0,2
74481,9442081,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,22,Loss,3,1,1,120000,1,1,4,Unknown,0.0,0.07142899999999999,0.928571,5,2,0,2
74501,9444449,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,10,Loss,3,13,13,150000,1,1,0,Unknown,0.007692,0.992308,0.0,5,0,0,2
74579,9451955,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,22,Loss,2,1,1,30000,1,1,0,None,0.0,1.0,0.0,3,2,0,1
74603,9455738,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,23,Loss,2,0,0,40000,1,1,0,Unknown,0.0,0.0,0.0,3,0,0,2
74642,9458491,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,21,Won,2,2,2,10000,1,1,0,Unknown,0.0,1.0,0.0,2,2,1,2
74651,9458759,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,19,Won,5,4,3,18032,1,1,0,Unknown,0.0,0.380952,0.285714,2,2,1,2
74662,9459945,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,9,Loss,2,13,13,95000,1,1,0,Unknown,0.0,1.0,0.0,4,2,0,2
74689,9464005,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,21,Won,2,2,2,43000,1,1,0,Unknown,0.0,1.0,0.0,3,2,1,2
74792,9474096,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,14,Loss,2,8,8,110000,1,1,0,Unknown,0.0,0.0,1.0,5,0,0,2
74793,9474179,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,20,Loss,2,2,2,50000,1,1,0,Unknown,1.0,0.0,0.0,4,0,0,2
74812,9475562,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,20,Won,3,2,2,74412,1,1,4,Unknown,0.0,0.047619,0.952381,4,2,1,2
74821,9477841,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,21,Loss,2,1,1,15000,1,1,3,Unknown,0.0,1.0,0.0,2,0,0,2
74823,9477937,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,20,Won,2,2,0,39980,1,1,0,Unknown,0.0,0.0,0.0,3,0,1,2
75020,9497781,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,19,Won,3,3,3,27000,1,1,4,Unknown,0.07142899999999999,0.0,0.928571,3,0,1,2
75051,9503881,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,3,Loss,4,18,18,60000,1,1,0,None,0.417582,0.027473,0.554945,4,0,0,1
75117,9510629,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,0,Loss,2,21,21,18000,1,1,0,Unknown,0.0,1.0,0.0,2,2,0,2
75192,9518770,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,13,Loss,3,7,7,60000,1,1,0,None,0.0,1.0,0.0,4,2,0,1
75249,9524254,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,11,Loss,2,9,9,20000,1,1,0,Unknown,0.0,1.0,0.0,2,2,0,2
75295,9527949,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,19,Won,3,2,2,221000,1,1,4,Unknown,0.0,0.166667,0.833333,5,2,1,2
75309,9528920,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,15,Won,3,5,0,20000,1,1,3,Unknown,0.0,0.021739,0.0,2,2,1,2
75342,9532594,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,15,Won,2,5,5,102900,1,1,0,Unknown,0.0,1.0,0.0,5,2,1,2
75374,9536203,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,1,Loss,2,19,19,20000,1,1,0,Unknown,0.0,1.0,0.0,2,2,0,2
75422,9541602,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,12,Loss,2,8,8,999,1,1,4,Unknown,0.0,0.0,1.0,1,0,0,2
75432,9543045,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,11,Loss,2,9,9,316548,1,1,4,Unknown,0.0,1.0,0.0,6,2,0,2
75434,9543119,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,11,Won,3,9,0,19024,1,1,4,Unknown,0.0,0.034091,0.0,2,2,1,2
75489,9549914,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,11,Loss,3,8,8,50000,1,1,0,Unknown,0.128205,0.8717950000000001,0.0,4,0,0,2
75585,9559934,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,18,Won,1,0,0,400000,1,1,0,Unknown,0.0,0.0,0.0,6,2,1,2
75727,9609758,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,11,Loss,2,6,6,140000,1,1,3,Unknown,0.0,1.0,0.0,5,0,0,2
75744,9612130,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,15,Won,2,2,2,33257,1,1,0,Unknown,0.0,1.0,0.0,3,2,1,2
75782,9617995,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,2,Loss,2,15,15,10000,1,1,0,Unknown,0.0,1.0,0.0,2,2,0,2
75811,9622324,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,14,Loss,3,2,2,80000,1,1,0,None,0.166667,0.0,0.833333,4,2,0,1
75826,9625474,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,8,Loss,3,8,8,15000,1,1,0,None,0.1625,0.0,0.8375,2,0,0,1
75906,9627359,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,9,Loss,2,8,8,10000,1,1,0,Unknown,0.0,1.0,0.0,2,2,0,2
75947,9636031,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,9,Won,2,7,7,40184,1,1,0,Unknown,0.0,1.0,0.0,3,2,1,2
75958,9637352,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,16,Won,2,0,0,1700,1,1,1,Unknown,0.0,1.0,0.0,1,2,1,2
75986,9642137,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,16,Loss,2,0,0,110000,1,1,4,Unknown,0.0,0.0,0.0,5,0,0,2
75987,9642152,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,13,Loss,3,3,3,45000,1,1,0,Unknown,0.08,0.92,0.0,3,0,0,2
76229,9673467,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,2,Loss,3,13,13,140000,1,1,0,Unknown,0.0,0.6559999999999999,0.344,5,0,0,2
76234,9674144,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,13,Loss,2,2,2,190000,1,1,3,Unknown,0.0,1.0,0.0,5,0,0,2
76239,9674414,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,15,Loss,1,0,0,200000,1,1,0,Unknown,0.0,0.0,0.0,5,0,0,2
76248,9675233,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,5,Won,4,10,7,32000,1,1,4,Unknown,0.0,0.460784,0.22549,3,0,1,2
76251,9677418,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,4,Loss,2,11,11,40000,1,1,3,Unknown,0.0,1.0,0.0,3,0,0,2
76252,9677491,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,9,Won,3,5,5,85000,1,1,3,Unknown,0.0,0.792453,0.207547,4,0,1,2
76274,9679760,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,13,Won,3,2,2,109383,1,1,1,Unknown,0.0,0.14285699999999998,0.857143,5,2,1,2
76284,9681158,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,13,Won,2,2,2,146048,1,1,3,Unknown,0.0,1.0,0.0,5,2,1,2
76334,9689290,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,14,Loss,2,1,1,100,1,1,0,Unknown,1.0,0.0,0.0,1,0,0,2
76384,9694882,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,3,Loss,2,11,11,20000,1,1,0,None,1.0,0.0,0.0,2,2,0,1
76402,9696681,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,4,Loss,2,10,10,20000,1,1,0,Unknown,1.0,0.0,0.0,2,0,0,2
76425,9699954,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,2,Loss,3,12,12,110000,1,1,0,Unknown,0.096774,0.0,0.903226,5,0,0,2
76426,9700206,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,11,Loss,2,3,3,20000,1,1,0,None,0.0,1.0,0.0,2,0,0,1
76492,9707749,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,11,Won,4,2,2,120000,1,1,3,Unknown,0.0,0.125,0.875,5,0,1,2
76494,9707833,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,7,Loss,3,7,7,150000,1,1,0,Unknown,0.449275,0.550725,0.0,5,0,0,2
76520,9709965,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,9,Loss,6,5,5,140000,1,1,0,None,0.08,0.22,0.7,5,2,0,1
76605,9712470,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,11,Loss,2,3,3,10000,1,1,0,Unknown,0.0,1.0,0.0,2,2,0,2
76619,9715052,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,3,Loss,2,10,10,110000,1,1,0,Unknown,0.0,1.0,0.0,5,0,0,2
76620,9715105,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,2,Loss,2,11,11,100000,1,1,0,Known,0.0,1.0,0.0,5,0,0,0
76663,9719776,Batteries & Accessories,Car Accessories,Mid-Atlantic,Telesales,3,Loss,2,11,11,25000,1,1,0,Unknown,0.0,1.0,0.0,3,4,0,2
76667,9720438,Batteries & Accessories,Car Accessories,Mid-Atlantic,Telesales,3,Loss,2,11,11,60000,1,1,0,Unknown,0.0,1.0,0.0,4,4,0,2
76677,9722630,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,9,Loss,2,5,5,500000,1,1,0,Unknown,0.0,1.0,0.0,7,0,0,2
76678,9723026,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,4,Loss,2,10,10,80000,1,1,0,Unknown,1.0,0.0,0.0,4,0,0,2
76683,9723669,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,0,Won,5,13,7,260000,1,1,3,Known,0.146154,0.061538,0.353846,6,0,1,0
76690,9724193,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,5,Loss,2,8,8,150000,1,1,0,Unknown,0.0,1.0,0.0,5,0,0,2
76720,9729085,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,12,Loss,2,1,1,50000,1,1,0,Unknown,0.0,0.0,1.0,4,0,0,2
76721,9729169,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,12,Loss,2,2,2,200000,1,1,0,Unknown,1.0,0.0,0.0,5,0,0,2
76741,9733727,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,13,Loss,1,0,0,50000,1,1,2,Unknown,0.0,0.0,0.0,4,0,0,2
76746,9734612,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,13,Loss,1,0,0,40000,1,1,2,Unknown,0.0,0.0,0.0,3,0,0,2
76757,9736307,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,1,Won,4,7,7,154572,1,1,4,Unknown,0.0,0.014706,0.985294,5,2,1,2
76825,9749532,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,3,Won,2,9,9,40000,1,1,0,Unknown,0.0,1.0,0.0,3,2,1,2
76858,9756329,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,1,Won,2,11,11,70000,1,1,1,Unknown,0.0,1.0,0.0,4,2,1,2
76922,9767471,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,9,Won,3,3,3,45000,1,1,2,Unknown,0.0,0.12,0.88,3,0,1,2
76986,9782792,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,10,Loss,2,1,1,450000,1,1,0,Unknown,1.0,0.0,0.0,6,0,0,2
76989,9783011,Batteries & Accessories,Car Accessories,Mid-Atlantic,Telesales,5,Loss,3,6,6,50000,1,1,0,None,0.032257999999999995,0.967742,0.0,4,4,0,1
76991,9783218,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,11,Loss,2,0,0,100000,1,1,0,Unknown,0.0,1.0,0.0,5,0,0,2
76992,9783245,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,0,Won,2,11,11,500000,1,1,0,Unknown,0.0,0.0,1.0,7,0,1,2
76998,9784040,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,7,Loss,2,5,5,30000,1,1,0,Unknown,1.0,0.0,0.0,3,0,0,2
